184:  1/5 : 85.9% | 2/5 : 71.9% | 3/5 : 60.5% | 4/5 : 52.4% | 5/5 : 45.9% | 6/5 : 316.8% ||
185:  1/5 : 86.0% | 2/5 : 72.0% | 3/5 : 60.8% | 4/5 : 52.2% | 5/5 : 45.7% | 6/5 : 316.7% ||
186:  1/5 : 86.1% | 2/5 : 72.2% | 3/5 : 60.4% | 4/5 : 51.9% | 5/5 : 45.5% | 6/5 : 316.0% ||
187:  1/5 : 86.2% | 2/5 : 72.3% | 3/5 : 60.6% | 4/5 : 52.1% | 5/5 : 45.7% | 6/5 : 317.0% ||
188:  1/5 : 86.2% | 2/5 : 72.5% | 3/5 : 60.8% | 4/5 : 52.4% | 5/5 : 46.0% | 6/5 : 318.0% ||
189:  1/5 : 86.3% | 2/5 : 72.6% | 3/5 : 61.1% | 4/5 : 52.6% | 5/5 : 46.3% | 6/5 : 318.9% ||
190:  1/5 : 86.4% | 2/5 : 72.8% | 3/5 : 60.7% | 4/5 : 52.4% | 5/5 : 46.1% | 6/5 : 318.3% ||
191:  1/5 : 85.9% | 2/5 : 72.4% | 3/5 : 60.4% | 4/5 : 52.1% | 5/5 : 45.8% | 6/5 : 316.7% ||
192:  1/5 : 85.5% | 2/5 : 72.0% | 3/5 : 60.1% | 4/5 : 51.8% | 5/5 : 45.6% | 6/5 : 315.0% ||
193:  1/5 : 85.6% | 2/5 : 72.2% | 3/5 : 60.3% | 4/5 : 52.1% | 5/5 : 45.4% | 6/5 : 315.5% ||
194:  1/5 : 85.6% | 2/5 : 72.3% | 3/5 : 60.5% | 4/5 : 52.3% | 5/5 : 45.6% | 6/5 : 316.4% ||
195:  1/5 : 85.7% | 2/5 : 72.4% | 3/5 : 60.7% | 4/5 : 52.6% | 5/5 : 45.9% | 6/5 : 317.3% ||
196:  1/5 : 85.8% | 2/5 : 72.6% | 3/5 : 60.9% | 4/5 : 52.8% | 5/5 : 46.2% | 6/5 : 318.3% ||
197:  1/5 : 85.9% | 2/5 : 72.7% | 3/5 : 60.6% | 4/5 : 52.5% | 5/5 : 46.0% | 6/5 : 317.7% ||
198:  1/5 : 85.9% | 2/5 : 72.9% | 3/5 : 60.8% | 4/5 : 52.8% | 5/5 : 46.2% | 6/5 : 318.6% ||
199:  1/5 : 86.0% | 2/5 : 73.0% | 3/5 : 61.0% | 4/5 : 53.0% | 5/5 : 46.5% | 6/5 : 319.5% ||
200:  1/5 : 86.1% | 2/5 : 73.1% | 3/5 : 61.2% | 4/5 : 53.2% | 5/5 : 46.8% | 6/5 : 320.4% ||
201:  1/5 : 86.1% | 2/5 : 73.3% | 3/5 : 61.4% | 4/5 : 53.5% | 5/5 : 47.0% | 6/5 : 321.3% ||
202:  1/5 : 86.2% | 2/5 : 73.4% | 3/5 : 61.1% | 4/5 : 53.2% | 5/5 : 46.8% | 6/5 : 320.7% ||
203:  1/5 : 86.3% | 2/5 : 73.5% | 3/5 : 61.3% | 4/5 : 53.4% | 5/5 : 47.1% | 6/5 : 321.6% ||
204:  1/5 : 86.3% | 2/5 : 73.7% | 3/5 : 61.5% | 4/5 : 53.7% | 5/5 : 47.3% | 6/5 : 322.4% ||
205:  1/5 : 86.4% | 2/5 : 73.8% | 3/5 : 61.7% | 4/5 : 53.9% | 5/5 : 47.6% | 6/5 : 323.3% ||
206:  1/5 : 86.5% | 2/5 : 73.9% | 3/5 : 61.8% | 4/5 : 54.1% | 5/5 : 47.8% | 6/5 : 324.2% ||
207:  1/5 : 86.5% | 2/5 : 74.0% | 3/5 : 62.0% | 4/5 : 54.3% | 5/5 : 48.1% | 6/5 : 325.0% ||
208:  1/5 : 86.6% | 2/5 : 73.7% | 3/5 : 61.7% | 4/5 : 54.1% | 5/5 : 47.8% | 6/5 : 323.9% ||
209:  1/5 : 86.7% | 2/5 : 73.8% | 3/5 : 61.9% | 4/5 : 53.8% | 5/5 : 47.6% | 6/5 : 323.8% ||
210:  1/5 : 86.7% | 2/5 : 73.9% | 3/5 : 62.1% | 4/5 : 53.6% | 5/5 : 47.4% | 6/5 : 323.7% ||
211:  1/5 : 86.8% | 2/5 : 74.1% | 3/5 : 61.8% | 4/5 : 53.3% | 5/5 : 47.2% | 6/5 : 323.1% ||
212:  1/5 : 86.9% | 2/5 : 74.2% | 3/5 : 62.0% | 4/5 : 53.1% | 5/5 : 46.9% | 6/5 : 323.0% ||
213:  1/5 : 86.9% | 2/5 : 74.3% | 3/5 : 62.1% | 4/5 : 53.3% | 5/5 : 47.2% | 6/5 : 323.8% ||
214:  1/5 : 87.0% | 2/5 : 74.4% | 3/5 : 62.3% | 4/5 : 53.0% | 5/5 : 47.0% | 6/5 : 323.7% ||
215:  1/5 : 87.0% | 2/5 : 74.5% | 3/5 : 62.5% | 4/5 : 53.2% | 5/5 : 47.2% | 6/5 : 324.5% ||
216:  1/5 : 87.1% | 2/5 : 74.7% | 3/5 : 62.7% | 4/5 : 53.5% | 5/5 : 47.5% | 6/5 : 325.3% ||
217:  1/5 : 87.2% | 2/5 : 74.3% | 3/5 : 62.4% | 4/5 : 53.2% | 5/5 : 47.2% | 6/5 : 324.3% ||
218:  1/5 : 86.8% | 2/5 : 74.0% | 3/5 : 62.1% | 4/5 : 53.0% | 5/5 : 47.0% | 6/5 : 322.8% ||
219:  1/5 : 86.8% | 2/5 : 73.6% | 3/5 : 61.8% | 4/5 : 52.7% | 5/5 : 46.8% | 6/5 : 321.8% ||
220:  1/5 : 86.9% | 2/5 : 73.8% | 3/5 : 62.0% | 4/5 : 52.9% | 5/5 : 47.1% | 6/5 : 322.6% ||
221:  1/5 : 86.9% | 2/5 : 73.9% | 3/5 : 62.2% | 4/5 : 53.2% | 5/5 : 47.3% | 6/5 : 323.4% ||
222:  1/5 : 87.0% | 2/5 : 73.5% | 3/5 : 61.9% | 4/5 : 52.9% | 5/5 : 47.1% | 6/5 : 322.4% ||
223:  1/5 : 86.6% | 2/5 : 73.2% | 3/5 : 61.6% | 4/5 : 52.7% | 5/5 : 46.9% | 6/5 : 321.0% ||
224:  1/5 : 86.7% | 2/5 : 73.3% | 3/5 : 61.8% | 4/5 : 52.4% | 5/5 : 46.7% | 6/5 : 320.9% ||
225:  1/5 : 86.7% | 2/5 : 73.5% | 3/5 : 61.9% | 4/5 : 52.2% | 5/5 : 46.5% | 6/5 : 320.8% ||
226:  1/5 : 86.8% | 2/5 : 73.6% | 3/5 : 62.1% | 4/5 : 52.4% | 5/5 : 46.7% | 6/5 : 321.6% ||
227:  1/5 : 86.8% | 2/5 : 73.7% | 3/5 : 62.3% | 4/5 : 52.6% | 5/5 : 46.9% | 6/5 : 322.4% ||
228:  1/5 : 86.5% | 2/5 : 73.4% | 3/5 : 62.0% | 4/5 : 52.4% | 5/5 : 46.7% | 6/5 : 321.0% ||
229:  1/5 : 86.5% | 2/5 : 73.5% | 3/5 : 62.2% | 4/5 : 52.6% | 5/5 : 47.0% | 6/5 : 321.7% ||
230:  1/5 : 86.1% | 2/5 : 73.2% | 3/5 : 61.9% | 4/5 : 52.4% | 5/5 : 46.8% | 6/5 : 320.3% ||
231:  1/5 : 86.2% | 2/5 : 73.3% | 3/5 : 62.1% | 4/5 : 52.6% | 5/5 : 47.0% | 6/5 : 321.1% ||
232:  1/5 : 86.3% | 2/5 : 73.0% | 3/5 : 61.8% | 4/5 : 52.4% | 5/5 : 46.8% | 6/5 : 320.2% ||
233:  1/5 : 86.3% | 2/5 : 73.1% | 3/5 : 62.0% | 4/5 : 52.6% | 5/5 : 46.6% | 6/5 : 320.5% ||
234:  1/5 : 86.4% | 2/5 : 73.2% | 3/5 : 62.1% | 4/5 : 52.8% | 5/5 : 46.8% | 6/5 : 321.3% ||
235:  1/5 : 86.4% | 2/5 : 72.9% | 3/5 : 61.9% | 4/5 : 52.5% | 5/5 : 46.6% | 6/5 : 320.3% ||
236:  1/5 : 86.5% | 2/5 : 73.0% | 3/5 : 62.0% | 4/5 : 52.3% | 5/5 : 46.4% | 6/5 : 320.3% ||
237:  1/5 : 86.6% | 2/5 : 73.1% | 3/5 : 62.2% | 4/5 : 52.5% | 5/5 : 46.6% | 6/5 : 321.0% ||
238:  1/5 : 86.6% | 2/5 : 73.2% | 3/5 : 62.3% | 4/5 : 52.3% | 5/5 : 46.4% | 6/5 : 320.9% ||
239:  1/5 : 86.7% | 2/5 : 73.3% | 3/5 : 62.5% | 4/5 : 52.5% | 5/5 : 46.7% | 6/5 : 321.7% ||
240:  1/5 : 86.7% | 2/5 : 73.4% | 3/5 : 62.7% | 4/5 : 52.7% | 5/5 : 46.9% | 6/5 : 322.4% ||
241:  1/5 : 86.8% | 2/5 : 73.1% | 3/5 : 62.4% | 4/5 : 52.5% | 5/5 : 46.7% | 6/5 : 321.5% ||
242:  1/5 : 86.8% | 2/5 : 73.3% | 3/5 : 62.6% | 4/5 : 52.7% | 5/5 : 46.9% | 6/5 : 322.2% ||
243:  1/5 : 86.9% | 2/5 : 73.4% | 3/5 : 62.7% | 4/5 : 52.9% | 5/5 : 47.1% | 6/5 : 323.0% ||
244:  1/5 : 86.9% | 2/5 : 73.5% | 3/5 : 62.9% | 4/5 : 53.1% | 5/5 : 47.3% | 6/5 : 323.7% ||
245:  1/5 : 87.0% | 2/5 : 73.6% | 3/5 : 63.0% | 4/5 : 53.3% | 5/5 : 47.2% | 6/5 : 324.0% ||
246:  1/5 : 87.0% | 2/5 : 73.3% | 3/5 : 62.8% | 4/5 : 53.0% | 5/5 : 47.0% | 6/5 : 323.1% ||
247:  1/5 : 87.1% | 2/5 : 73.4% | 3/5 : 62.9% | 4/5 : 53.2% | 5/5 : 47.2% | 6/5 : 323.8% ||
248:  1/5 : 87.1% | 2/5 : 73.5% | 3/5 : 63.1% | 4/5 : 53.4% | 5/5 : 47.4% | 6/5 : 324.5% ||
249:  1/5 : 87.2% | 2/5 : 73.6% | 3/5 : 63.2% | 4/5 : 53.6% | 5/5 : 47.6% | 6/5 : 325.2% ||
