159/250: 0.912 | 0.806 | 0.694 | 0.569 | 0.456 | 
160/250: 0.913 | 0.801 | 0.689 | 0.565 | 0.453 | 
161/250: 0.914 | 0.802 | 0.691 | 0.568 | 0.457 | 
162/250: 0.914 | 0.804 | 0.693 | 0.571 | 0.460 | 
163/250: 0.909 | 0.799 | 0.689 | 0.567 | 0.457 | 
164/250: 0.909 | 0.794 | 0.685 | 0.564 | 0.455 | 
165/250: 0.910 | 0.795 | 0.687 | 0.560 | 0.452 | 
166/250: 0.910 | 0.796 | 0.683 | 0.557 | 0.449 | 
167/250: 0.911 | 0.798 | 0.685 | 0.560 | 0.452 | 
168/250: 0.905 | 0.793 | 0.680 | 0.556 | 0.450 | 
169/250: 0.906 | 0.794 | 0.682 | 0.559 | 0.453 | 
170/250: 0.906 | 0.795 | 0.678 | 0.556 | 0.450 | 
171/250: 0.907 | 0.797 | 0.680 | 0.558 | 0.453 | 
172/250: 0.902 | 0.792 | 0.676 | 0.555 | 0.451 | 
173/250: 0.897 | 0.787 | 0.672 | 0.552 | 0.448 | 
174/250: 0.897 | 0.789 | 0.674 | 0.554 | 0.451 | 
175/250: 0.898 | 0.784 | 0.670 | 0.551 | 0.449 | 
176/250: 0.898 | 0.785 | 0.672 | 0.554 | 0.452 | 
177/250: 0.899 | 0.787 | 0.674 | 0.556 | 0.449 | 
178/250: 0.899 | 0.788 | 0.676 | 0.559 | 0.453 | 
179/250: 0.900 | 0.789 | 0.672 | 0.556 | 0.450 | 
180/250: 0.901 | 0.790 | 0.674 | 0.558 | 0.453 | 
181/250: 0.901 | 0.791 | 0.670 | 0.555 | 0.451 | 
182/250: 0.902 | 0.792 | 0.672 | 0.557 | 0.454 | 
183/250: 0.902 | 0.793 | 0.674 | 0.560 | 0.457 | 
184/250: 0.903 | 0.795 | 0.670 | 0.557 | 0.454 | 
185/250: 0.898 | 0.790 | 0.667 | 0.554 | 0.452 | 
186/250: 0.898 | 0.791 | 0.668 | 0.556 | 0.455 | 
187/250: 0.899 | 0.793 | 0.670 | 0.559 | 0.457 | 
188/250: 0.899 | 0.794 | 0.672 | 0.561 | 0.460 | 
189/250: 0.900 | 0.795 | 0.668 | 0.558 | 0.458 | 
190/250: 0.901 | 0.796 | 0.670 | 0.555 | 0.455 | 
191/250: 0.901 | 0.797 | 0.672 | 0.557 | 0.458 | 
192/250: 0.902 | 0.798 | 0.668 | 0.554 | 0.456 | 
193/250: 0.902 | 0.799 | 0.670 | 0.552 | 0.454 | 
194/250: 0.903 | 0.800 | 0.672 | 0.554 | 0.456 | 
